"PID","area","price","MS.SubClass","MS.Zoning","Lot.Frontage","Lot.Area","Street","Alley","Lot.Shape","Land.Contour","Utilities","Lot.Config","Land.Slope","Neighborhood","Condition.1","Condition.2","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Roof.Style","Roof.Matl","Exterior.1st","Exterior.2nd","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Bsmt.Cond","Bsmt.Exposure","BsmtFin.Type.1","BsmtFin.SF.1","BsmtFin.Type.2","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating","Heating.QC","Central.Air","Electrical","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Yr.Blt","Garage.Finish","Garage.Cars","Garage.Area","Garage.Qual","Garage.Cond","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Pool.Area","Pool.QC","Fence","Misc.Feature","Misc.Val","Mo.Sold","Yr.Sold","Sale.Type","Sale.Condition"
528186170,1342,219500,120,"RL",48,6240,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",8,5,2006,2007,"Hip","CompShg","MetalSd","MetalSd","BrkFace",196,"Gd","TA","PConc","Gd","TA","No","GLQ",24,"Unf",0,1318,1342,"GasA","Ex","Y","SBrkr",1342,0,0,0,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2007,"RFn",2,550,"TA","TA","Y",0,35,0,0,0,0,NA,NA,NA,0,2,2008,"WD ","Normal"
923426070,1274,136000,60,"RL",63,10475,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","2Story",5,5,1991,1991,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","TA","No","Rec",458,"Unf",0,166,624,"GasA","Gd","Y","SBrkr",624,650,0,0,0,1,1,3,1,"TA",6,"Typ",0,NA,"Detchd",1993,"Unf",2,576,"TA","TA","Y",22,0,0,0,0,0,NA,"GdWo",NA,0,3,2010,"WD ","Normal"
902204080,861,80000,30,"RM",62,7404,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","1Story",4,6,1920,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","Fa","TA","No","Unf",0,"Unf",0,861,861,"GasA","TA","Y","SBrkr",861,0,0,0,0,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd",1920,"Unf",2,288,"TA","TA","N",0,0,128,0,0,0,NA,NA,NA,0,11,2009,"Oth","Normal"
535105100,1394,159000,20,"RL",NA,9500,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1963,1963,"Gable","CompShg","Plywood","Plywood","BrkFace",247,"TA","TA","CBlock","Gd","TA","No","BLQ",609,"Unf",0,785,1394,"GasA","Gd","Y","SBrkr",1394,0,0,1,0,1,1,3,1,"TA",6,"Typ",2,"Gd","Attchd",1963,"RFn",2,514,"TA","TA","Y",0,76,0,0,185,0,NA,NA,NA,0,7,2009,"WD ","Normal"
907405020,1536,214000,20,"RL",70,9135,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2002,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",113,"Gd","TA","PConc","Gd","TA","Av","GLQ",810,"Unf",0,726,1536,"GasA","Ex","Y","SBrkr",1536,0,0,1,0,2,0,3,1,"Gd",7,"Typ",0,NA,"Attchd",2002,"RFn",2,532,"TA","TA","Y",192,74,0,0,0,0,NA,NA,NA,0,12,2008,"WD ","Normal"
531382110,1680,163000,60,"RL",50,8480,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,5,1993,1994,"Gable","CompShg","HdBoard","HdBoard","BrkFace",120,"Gd","TA","PConc","Gd","TA","No","GLQ",602,"Unf",0,284,886,"GasA","Ex","Y","SBrkr",886,794,0,0,1,2,1,3,1,"Gd",7,"Typ",0,NA,"Attchd",1993,"RFn",2,474,"TA","TA","Y",144,96,0,0,0,0,NA,NA,NA,0,10,2008,"WD ","Normal"
906380120,1274,203000,20,"RL",68,8814,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2005,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",80,"Gd","TA","PConc","Gd","TA","No","GLQ",925,"Unf",0,349,1274,"GasA","Ex","Y","SBrkr",1274,0,0,1,0,2,0,3,1,"Gd",6,"Typ",0,NA,"Attchd",2005,"RFn",2,508,"TA","TA","Y",264,98,0,0,0,0,NA,NA,NA,0,1,2007,"New","Partial"
909101060,864,67000,30,"RL",45,8248,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",3,3,1914,1950,"Gable","CompShg","Stucco","Stucco","None",0,"TA","TA","BrkTil","TA","TA","No","BLQ",41,"Unf",0,823,864,"GasA","TA","N","FuseF",864,0,0,1,0,1,0,2,1,"TA",5,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",0,0,100,0,0,0,NA,NA,NA,0,9,2008,"WD ","Normal"
534152050,1610,205000,20,"RL",NA,10603,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,7,1977,2001,"Gable","CompShg","Plywood","Plywood","BrkFace",28,"TA","TA","PConc","TA","TA","Mn","ALQ",1200,"Unf",0,410,1610,"GasA","Gd","Y","SBrkr",1610,0,0,1,0,2,0,3,1,"Gd",6,"Typ",2,"TA","Attchd",1977,"RFn",2,480,"TA","TA","Y",168,68,0,0,0,0,NA,NA,NA,0,2,2010,"WD ","Normal"
923252075,1091,131250,80,"RL",62,7706,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","SLvl",6,5,1993,1996,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","Gd","CBlock","Gd","TA","Av","Rec",114,"GLQ",270,0,384,"GasA","Ex","Y","SBrkr",1091,0,0,0,1,1,0,2,1,"TA",5,"Typ",0,NA,"Attchd",1993,"Fin",1,429,"TA","TA","Y",280,0,0,0,0,0,NA,NA,"Shed",700,8,2009,"WD ","Normal"
531376060,1486,181000,20,"RL",65,7441,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",170,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1461,1461,"GasA","Ex","Y","SBrkr",1486,0,0,0,0,2,0,3,1,"Gd",7,"Typ",0,NA,"Attchd",2006,"RFn",2,566,"TA","TA","Y",0,32,0,0,0,0,NA,NA,NA,0,6,2007,"WD ","Normal"
902201120,789,115000,20,"RM",50,6000,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,5,1948,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",104,"BLQ",169,516,789,"GasA","Ex","Y","SBrkr",789,0,0,0,0,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd",1948,"Unf",1,250,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,4,2008,"WD ","Partial"
923228080,1092,98000,160,"RM",21,1477,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","2Story",6,9,1970,2007,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","Gd","CBlock","TA","TA","No","GLQ",358,"Unf",0,188,546,"GasA","Ex","Y","SBrkr",546,546,0,0,0,2,1,3,1,"TA",6,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",187,0,0,0,0,0,NA,NA,NA,0,3,2008,"WD ","Normal"
902326030,2640,265979,70,"RM",65,11700,"Pave","Pave","IR1","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story",7,7,1880,2003,"Mansard","CompShg","Stucco","Stucco","None",0,"Gd","TA","Stone","TA","Fa","No","Unf",0,"Unf",0,1240,1240,"GasW","TA","N","SBrkr",1320,1320,0,0,0,1,1,4,1,"Gd",8,"Typ",1,"Gd","Detchd",1950,"Unf",4,864,"TA","TA","N",181,0,386,0,0,0,NA,NA,NA,0,5,2009,"WD ","Normal"
527451330,1092,105500,160,"RM",21,1680,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",5,5,1971,1971,"Gable","CompShg","HdBoard","HdBoard","BrkFace",492,"TA","TA","CBlock","TA","TA","No","Rec",300,"Unf",0,225,525,"GasA","TA","Y","SBrkr",525,567,0,0,0,1,1,3,1,"TA",6,"Typ",0,NA,"Detchd",1997,"Unf",1,320,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,3,2010,"WD ","Normal"
528218100,1458,168165,60,"RL",58,13204,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Gilbert","RRAn","Norm","1Fam","2Story",7,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",44,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,608,608,"GasA","Ex","Y","SBrkr",608,850,0,0,0,2,0,3,1,"Gd",6,"Typ",0,NA,"BuiltIn",2007,"Fin",2,454,"TA","TA","Y",100,33,0,0,0,0,NA,NA,NA,0,5,2007,"New","Partial"
916386140,1466,201000,20,"RL",73,8925,"Pave",NA,"IR1","HLS","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",16,"Unf",0,1450,1466,"GasA","Ex","Y","SBrkr",1466,0,0,0,0,2,0,3,1,"Gd",7,"Typ",0,NA,"Attchd",2007,"Fin",3,610,"TA","TA","Y",100,18,0,0,0,0,NA,NA,NA,0,7,2009,"WD ","Normal"
533221090,1573,177500,160,"FV",NA,2117,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",6,5,2000,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",216,"Gd","TA","PConc","Gd","TA","No","GLQ",378,"Unf",0,378,756,"GasA","Ex","Y","SBrkr",769,804,0,0,0,2,1,3,1,"Gd",5,"Typ",0,NA,"Detchd",2000,"Unf",2,440,"TA","TA","Y",0,32,0,0,0,0,NA,NA,NA,0,6,2010,"WD ","Normal"
534128010,2090,200000,60,"RL",NA,10382,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","NWAmes","PosN","Norm","1Fam","2Story",7,6,1973,1973,"Gable","CompShg","HdBoard","HdBoard","Stone",240,"TA","TA","CBlock","Gd","TA","Mn","ALQ",859,"BLQ",32,216,1107,"GasA","Ex","Y","SBrkr",1107,983,0,1,0,2,1,3,1,"TA",7,"Typ",2,"TA","Attchd",1973,"RFn",2,484,"TA","TA","Y",235,204,228,0,0,0,NA,NA,"Shed",350,11,2009,"WD ","Normal"
528106110,2046,450000,20,"RL",105,15431,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",10,5,2005,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",400,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1430,"Unf",0,564,1994,"GasA","Ex","Y","SBrkr",2046,0,0,1,0,2,1,2,1,"Ex",7,"Typ",2,"Gd","Attchd",2005,"Fin",3,878,"TA","TA","Y",188,65,0,0,175,0,NA,NA,NA,0,8,2007,"WD ","Normal"
902206260,886,91300,30,"RM",50,5784,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1Story",5,8,1938,1996,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","Fa","TA","No","Unf",0,"Unf",0,190,190,"GasA","Gd","Y","FuseA",886,0,0,0,0,1,0,2,1,"TA",4,"Typ",0,NA,"Attchd",1938,"Unf",1,273,"TA","TA","Y",144,20,80,0,0,0,NA,NA,NA,0,12,2009,"WD ","Normal"
528222090,1258,173500,20,"RL",64,7697,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","1Story",7,6,2007,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1246,1246,"GasA","Ex","Y","SBrkr",1258,0,0,0,0,2,0,3,1,"Gd",6,"Typ",0,NA,"Attchd",2007,"RFn",2,462,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,8,2007,"New","Partial"
528218150,1324,199500,20,"RL",100,18494,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","1Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1324,1324,"GasA","Ex","Y","SBrkr",1324,0,0,0,0,2,0,3,1,"Gd",6,"Typ",0,NA,"Attchd",2005,"Fin",2,430,"TA","TA","Y",36,23,0,0,0,0,NA,NA,NA,0,1,2010,"WD ","Normal"
903400180,1848,207000,50,"RL",64,13053,"Pave","Pave","Reg","Bnk","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,7,1923,2000,"Gambrel","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,833,833,"GasA","Gd","Y","SBrkr",1053,795,0,0,0,1,1,4,1,"Gd",8,"Typ",1,"Gd","Detchd",1922,"Unf",2,370,"TA","TA","N",0,0,0,0,220,0,NA,NA,NA,0,6,2008,"WD ","Normal"
535453210,1269,155000,20,"RL",70,7931,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1960,1960,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",374,"LwQ",532,363,1269,"GasA","TA","Y","FuseA",1269,0,0,0,0,1,1,3,1,"TA",6,"Typ",1,"Fa","Detchd",1964,"Unf",1,308,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,6,2008,"WD ","Normal"
916386010,1346,220000,20,"RL",88,11896,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Timber","Norm","Norm","1Fam","1Story",7,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",60,"Gd","TA","PConc","Gd","TA","No","GLQ",78,"Unf",0,1258,1336,"GasA","Ex","Y","SBrkr",1346,0,0,1,0,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd",2008,"Fin",3,660,"TA","TA","Y",100,48,0,0,0,0,NA,NA,NA,0,5,2010,"WD ","Normal"
907181090,1749,196000,60,"RL",68,9272,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",500,"Unf",0,342,842,"GasA","Ex","Y","SBrkr",856,893,0,0,0,2,1,3,1,"Gd",7,"Typ",0,NA,"Attchd",1999,"RFn",2,515,"TA","TA","Y",140,85,0,0,0,0,NA,NA,NA,0,6,2006,"WD ","Normal"
902206020,492,61500,30,"RM",52,7830,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",3,5,1921,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","TA","BrkTil","Fa","TA","No","LwQ",416,"Unf",0,76,492,"GasA","TA","Y","SBrkr",492,0,0,1,0,1,0,1,1,"TA",3,"Typ",0,NA,"Detchd",1921,"Unf",1,200,"Fa","TA","N",0,0,78,0,0,0,NA,NA,NA,0,6,2006,"WD ","Normal"
527327050,2030,195000,60,"RL",NA,12046,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,6,1976,1976,"Gable","CompShg","Plywood","Plywood","BrkFace",298,"TA","TA","CBlock","TA","TA","No","LwQ",156,"Unf",0,692,848,"GasA","TA","Y","SBrkr",1118,912,0,0,0,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd",1976,"Fin",2,551,"TA","TA","Y",0,224,0,0,0,0,NA,NA,NA,0,6,2007,"WD ","Normal"
527455250,988,129250,20,"RL",65,7150,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1966,1966,"Hip","CompShg","HdBoard","HdBoard","BrkFace",52,"TA","TA","CBlock","TA","TA","No","BLQ",725,"Unf",0,263,988,"GasA","TA","Y","SBrkr",988,0,0,1,0,1,0,3,1,"TA",5,"Typ",0,NA,"Detchd",1974,"Unf",1,360,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,11,2007,"WD ","Normal"
528326110,2172,291000,60,"RL",NA,11000,"Pave",NA,"Reg","Lvl","AllPub","FR2","Gtl","NoRidge","Norm","Norm","1Fam","2Story",9,5,2000,2000,"Hip","CompShg","VinylSd","VinylSd","BrkFace",295,"Gd","TA","PConc","Ex","TA","Mn","Unf",0,"Unf",0,1519,1519,"GasA","Ex","Y","SBrkr",1533,639,0,0,0,2,1,4,1,"Ex",8,"Typ",1,"TA","BuiltIn",2000,"RFn",3,687,"TA","TA","Y",162,153,0,0,0,0,NA,NA,NA,0,6,2008,"WD ","Normal"
914452190,1080,134000,20,"RL",71,9187,"Pave",NA,"Reg","Bnk","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","1Story",6,5,1983,1983,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","PConc","TA","TA","No","ALQ",336,"Unf",0,748,1084,"GasA","TA","Y","SBrkr",1080,0,0,0,0,1,1,3,1,"TA",5,"Typ",0,NA,"Attchd",1983,"Unf",2,484,"TA","TA","Y",120,0,158,0,0,0,NA,NA,NA,0,6,2007,"WD ","Normal"
535425060,1312,186000,20,"RL",76,11355,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",7,7,1958,2001,"Gable","Tar&Grv","HdBoard","HdBoard","BrkFace",125,"TA","TA","CBlock","TA","TA","No","BLQ",637,"Unf",0,675,1312,"GasA","Ex","Y","SBrkr",1312,0,0,0,0,1,1,3,1,"TA",6,"Typ",1,"Gd","Attchd",1958,"RFn",2,495,"TA","TA","Y",0,304,144,0,0,0,NA,"MnPrv","Othr",6500,4,2008,"WD ","Normal"
532376250,925,133500,20,"RL",NA,8638,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Sawyer","RRAe","Norm","1Fam","1Story",5,6,1963,1963,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","PConc","TA","TA","No","ALQ",181,"Unf",0,744,925,"GasA","Gd","Y","SBrkr",925,0,0,1,0,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd",1990,"Unf",2,484,"TA","TA","Y",203,74,0,0,0,0,NA,NA,NA,0,10,2006,"WD ","Normal"
535379110,1534,148000,70,"RL",60,10800,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",5,9,1895,1999,"Gable","CompShg","Wd Sdng","HdBoard","None",0,"TA","Gd","CBlock","Gd","TA","Av","Unf",0,"Unf",0,736,736,"GasA","Ex","Y","SBrkr",751,783,0,0,0,1,1,3,1,"Gd",6,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",0,112,0,0,0,0,NA,NA,NA,0,7,2007,"WD ","Normal"
528118010,2376,325300,60,"RL",101,14215,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",380,"Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,1158,1158,"GasA","Ex","Y","SBrkr",1158,1218,0,0,0,3,1,4,1,"Gd",9,"Typ",1,"Gd","BuiltIn",2005,"RFn",3,853,"TA","TA","Y",240,154,0,0,0,0,NA,NA,NA,0,11,2006,"New","Partial"
